image_path,true_label,predicted_label,confidence,probability
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_14_06__walking_down_indoor_hall_disgust__8U9ULZDT\frame10.jpg,fake,real,0.8443603515625,0.1556396484375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_14_06__walking_down_indoor_hall_disgust__8U9ULZDT\frame13.jpg,fake,real,0.6318359375,0.3681640625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_14_06__walking_down_indoor_hall_disgust__8U9ULZDT\frame14.jpg,fake,real,0.5546875,0.4453125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_14_06__walking_down_indoor_hall_disgust__8U9ULZDT\frame2.jpg,fake,real,0.8402099609375,0.1597900390625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_14_06__walking_down_indoor_hall_disgust__8U9ULZDT\frame5.jpg,fake,real,0.7744140625,0.2255859375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_14_18__exit_phone_room__0YRBHIKG\frame2.jpg,fake,real,0.67919921875,0.32080078125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_14_21__exit_phone_room__IRKML4J0\frame0.jpg,fake,real,0.714599609375,0.285400390625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_14_21__exit_phone_room__IRKML4J0\frame1.jpg,fake,real,0.644775390625,0.355224609375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_14_26__walk_down_hall_angry__ILLP29ZH\frame0.jpg,fake,real,0.595458984375,0.404541015625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_14_27__exit_phone_room__0KSONKQ2\frame0.jpg,fake,real,0.657958984375,0.342041015625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_14_27__exit_phone_room__0KSONKQ2\frame12.jpg,fake,real,0.527099609375,0.472900390625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_01__outside_talking_still_laughing__02HILKYO\frame10.jpg,fake,real,0.532470703125,0.467529296875
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_02__walking_and_outside_surprised__MZWH8ATN\frame0.jpg,fake,real,0.695068359375,0.304931640625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_02__walking_and_outside_surprised__MZWH8ATN\frame10.jpg,fake,real,0.7559814453125,0.2440185546875
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_02__walking_and_outside_surprised__MZWH8ATN\frame11.jpg,fake,real,0.7601318359375,0.2398681640625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_02__walking_and_outside_surprised__MZWH8ATN\frame14.jpg,fake,real,0.8409423828125,0.1590576171875
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_02__walking_and_outside_surprised__MZWH8ATN\frame7.jpg,fake,real,0.517578125,0.482421875
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_02__walking_and_outside_surprised__MZWH8ATN\frame8.jpg,fake,real,0.52197265625,0.47802734375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_03__walking_and_outside_surprised__OY4I7ZU8\frame0.jpg,fake,real,0.691650390625,0.308349609375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_03__walking_and_outside_surprised__OY4I7ZU8\frame10.jpg,fake,real,0.674560546875,0.325439453125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_03__walking_and_outside_surprised__OY4I7ZU8\frame11.jpg,fake,real,0.85205078125,0.14794921875
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_03__walking_and_outside_surprised__OY4I7ZU8\frame14.jpg,fake,real,0.8798828125,0.1201171875
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_03__walking_and_outside_surprised__OY4I7ZU8\frame5.jpg,fake,real,0.591796875,0.408203125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_03__walking_and_outside_surprised__OY4I7ZU8\frame8.jpg,fake,real,0.62841796875,0.37158203125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_04__outside_talking_pan_laughing__7NW4Z6WZ\frame1.jpg,fake,real,0.7757568359375,0.2242431640625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_04__outside_talking_pan_laughing__7NW4Z6WZ\frame10.jpg,fake,real,0.533447265625,0.466552734375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_04__outside_talking_pan_laughing__7NW4Z6WZ\frame2.jpg,fake,real,0.512939453125,0.487060546875
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_04__outside_talking_pan_laughing__7NW4Z6WZ\frame3.jpg,fake,real,0.868896484375,0.131103515625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_04__outside_talking_pan_laughing__7NW4Z6WZ\frame4.jpg,fake,real,0.748779296875,0.251220703125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_04__outside_talking_pan_laughing__7NW4Z6WZ\frame6.jpg,fake,real,0.8140869140625,0.1859130859375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_04__outside_talking_pan_laughing__7NW4Z6WZ\frame7.jpg,fake,real,0.621826171875,0.378173828125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_04__outside_talking_pan_laughing__7NW4Z6WZ\frame8.jpg,fake,real,0.611572265625,0.388427734375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_14__walking_and_outside_surprised__OMLZILK3\frame1.jpg,fake,real,0.622802734375,0.377197265625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_14__walking_and_outside_surprised__OMLZILK3\frame11.jpg,fake,real,0.739990234375,0.260009765625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_14__walking_and_outside_surprised__OMLZILK3\frame14.jpg,fake,real,0.796875,0.203125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_14__walking_and_outside_surprised__OMLZILK3\frame2.jpg,fake,real,0.552490234375,0.447509765625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_14__walking_and_outside_surprised__OMLZILK3\frame5.jpg,fake,real,0.605712890625,0.394287109375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_14__walking_and_outside_surprised__OMLZILK3\frame7.jpg,fake,real,0.533447265625,0.466552734375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_14__walking_and_outside_surprised__OMLZILK3\frame8.jpg,fake,real,0.628173828125,0.371826171875
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_18__walking_and_outside_surprised__V5VHLCOW\frame10.jpg,fake,real,0.543701171875,0.456298828125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_18__walking_and_outside_surprised__V5VHLCOW\frame14.jpg,fake,real,0.88873291015625,0.11126708984375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_18__walking_and_outside_surprised__V5VHLCOW\frame2.jpg,fake,real,0.68115234375,0.31884765625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_18__walking_and_outside_surprised__V5VHLCOW\frame3.jpg,fake,real,0.590087890625,0.409912109375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_18__walking_and_outside_surprised__V5VHLCOW\frame5.jpg,fake,real,0.600341796875,0.399658203125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_18__walking_and_outside_surprised__V5VHLCOW\frame8.jpg,fake,real,0.52978515625,0.47021484375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_18__walking_and_outside_surprised__V5VHLCOW\frame9.jpg,fake,real,0.55419921875,0.44580078125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_18__walking_down_street_outside_angry__V5VHLCOW\frame1.jpg,fake,real,0.640380859375,0.359619140625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_18__walking_down_street_outside_angry__V5VHLCOW\frame10.jpg,fake,real,0.538818359375,0.461181640625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_18__walking_down_street_outside_angry__V5VHLCOW\frame2.jpg,fake,real,0.697265625,0.302734375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_18__walking_down_street_outside_angry__V5VHLCOW\frame3.jpg,fake,real,0.7598876953125,0.2401123046875
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_15_18__walking_down_street_outside_angry__V5VHLCOW\frame5.jpg,fake,real,0.5166015625,0.4833984375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_16_08__hugging_happy__8Q7JCS95\frame10.jpg,fake,real,0.7823486328125,0.2176513671875
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_16_08__hugging_happy__8Q7JCS95\frame12.jpg,fake,real,0.663330078125,0.336669921875
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_16_08__hugging_happy__8Q7JCS95\frame4.jpg,fake,real,0.5302734375,0.4697265625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_16_08__hugging_happy__8Q7JCS95\frame5.jpg,fake,real,0.60498046875,0.39501953125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_16_17__outside_talking_pan_laughing__S7UMSIQV\frame1.jpg,fake,real,0.6416015625,0.3583984375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_16_17__outside_talking_pan_laughing__S7UMSIQV\frame12.jpg,fake,real,0.74755859375,0.25244140625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_16_17__outside_talking_pan_laughing__S7UMSIQV\frame13.jpg,fake,real,0.612060546875,0.387939453125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_16_17__outside_talking_pan_laughing__S7UMSIQV\frame3.jpg,fake,real,0.607666015625,0.392333984375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_16_17__outside_talking_pan_laughing__S7UMSIQV\frame9.jpg,fake,real,0.552734375,0.447265625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_16_28__hugging_happy__X5FNCYON\frame11.jpg,fake,real,0.501708984375,0.498291015625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_16_28__hugging_happy__X5FNCYON\frame2.jpg,fake,real,0.516357421875,0.483642578125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_16_28__hugging_happy__X5FNCYON\frame3.jpg,fake,real,0.583740234375,0.416259765625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_17_05__walk_down_hall_angry__YTJYYDO9\frame14.jpg,fake,real,0.7586669921875,0.2413330078125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_17_05__walk_down_hall_angry__YTJYYDO9\frame2.jpg,fake,real,0.589599609375,0.410400390625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_17_05__walk_down_hall_angry__YTJYYDO9\frame5.jpg,fake,real,0.762451171875,0.237548828125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_17_08__podium_speech_happy__ISS1V0B1\frame12.jpg,fake,real,0.867919921875,0.132080078125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_17_08__podium_speech_happy__ISS1V0B1\frame2.jpg,fake,real,0.690185546875,0.309814453125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_17_08__podium_speech_happy__ISS1V0B1\frame3.jpg,fake,real,0.594482421875,0.405517578125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_17_08__podium_speech_happy__ISS1V0B1\frame4.jpg,fake,real,0.95556640625,0.04443359375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_17_08__podium_speech_happy__ISS1V0B1\frame5.jpg,fake,real,0.7628173828125,0.2371826171875
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_17_08__podium_speech_happy__ISS1V0B1\frame7.jpg,fake,real,0.836181640625,0.163818359375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_17_08__podium_speech_happy__ISS1V0B1\frame8.jpg,fake,real,0.736328125,0.263671875
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_17_08__podium_speech_happy__ISS1V0B1\frame9.jpg,fake,real,0.8226318359375,0.1773681640625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_17_08__walk_down_hall_angry__ISS1V0B1\frame0.jpg,fake,real,0.693359375,0.306640625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_17_08__walk_down_hall_angry__ISS1V0B1\frame1.jpg,fake,real,0.577880859375,0.422119140625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_17_08__walk_down_hall_angry__ISS1V0B1\frame12.jpg,fake,real,0.561279296875,0.438720703125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_17_08__walk_down_hall_angry__ISS1V0B1\frame14.jpg,fake,real,0.748291015625,0.251708984375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_17_08__walk_down_hall_angry__ISS1V0B1\frame2.jpg,fake,real,0.58740234375,0.41259765625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_17_08__walk_down_hall_angry__ISS1V0B1\frame9.jpg,fake,real,0.52587890625,0.47412109375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_18_04__kitchen_pan__6J3ZFEJQ\frame2.jpg,fake,real,0.690673828125,0.309326171875
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_18_04__walking_outside_cafe_disgusted__6J3ZFEJQ\frame8.jpg,fake,real,0.685546875,0.314453125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_18_06__podium_speech_happy__DEA1TCLN\frame0.jpg,fake,real,0.51220703125,0.48779296875
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_18_06__podium_speech_happy__DEA1TCLN\frame1.jpg,fake,real,0.5546875,0.4453125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_18_06__podium_speech_happy__DEA1TCLN\frame10.jpg,fake,real,0.74560546875,0.25439453125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_18_06__podium_speech_happy__DEA1TCLN\frame3.jpg,fake,real,0.68701171875,0.31298828125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_18_06__podium_speech_happy__DEA1TCLN\frame4.jpg,fake,real,0.7889404296875,0.2110595703125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_18_06__walking_outside_cafe_disgusted__DEA1TCLN\frame10.jpg,fake,real,0.52734375,0.47265625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_18_06__walking_outside_cafe_disgusted__OWJY9LQU\frame0.jpg,fake,real,0.532470703125,0.467529296875
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_18_12__walking_outside_cafe_disgusted__IKH1LBBY\frame14.jpg,fake,real,0.508544921875,0.491455078125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_18_13__outside_talking_still_laughing__3II4T6H5\frame13.jpg,fake,real,0.72998046875,0.27001953125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_18_13__outside_talking_still_laughing__3II4T6H5\frame6.jpg,fake,real,0.568115234375,0.431884765625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_18_13__outside_talking_still_laughing__3II4T6H5\frame8.jpg,fake,real,0.5556640625,0.4443359375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_18_14__exit_phone_room__MAEROFMR\frame0.jpg,fake,real,0.593017578125,0.406982421875
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_19_10__kitchen_still__IDX76N5R\frame14.jpg,fake,real,0.593994140625,0.406005859375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_19_10__kitchen_still__IDX76N5R\frame9.jpg,fake,real,0.593994140625,0.406005859375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_19_10__walk_down_hall_angry__BVVPN5D5\frame1.jpg,fake,real,0.619384765625,0.380615234375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_19_10__walk_down_hall_angry__BVVPN5D5\frame3.jpg,fake,real,0.602294921875,0.397705078125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_19_24__walking_down_street_outside_angry__59PN7WZ2\frame0.jpg,fake,real,0.526123046875,0.473876953125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_19_24__walk_down_hall_angry__QD5K7BP2\frame1.jpg,fake,real,0.593994140625,0.406005859375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_19_24__walk_down_hall_angry__QD5K7BP2\frame10.jpg,fake,real,0.67822265625,0.32177734375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_19_24__walk_down_hall_angry__QD5K7BP2\frame2.jpg,fake,real,0.76806640625,0.23193359375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_19_24__walk_down_hall_angry__QD5K7BP2\frame5.jpg,fake,real,0.66748046875,0.33251953125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_19_24__walk_down_hall_angry__QD5K7BP2\frame6.jpg,fake,real,0.58203125,0.41796875
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_19_24__walk_down_hall_angry__QD5K7BP2\frame7.jpg,fake,real,0.550537109375,0.449462890625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_19_24__walk_down_hall_angry__QD5K7BP2\frame8.jpg,fake,real,0.7513427734375,0.2486572265625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_19_24__walk_down_hall_angry__QD5K7BP2\frame9.jpg,fake,real,0.619140625,0.380859375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_20_07__walking_and_outside_surprised__9I0WSUJV\frame0.jpg,fake,real,0.8985595703125,0.1014404296875
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_20_07__walking_and_outside_surprised__9I0WSUJV\frame1.jpg,fake,real,0.594482421875,0.405517578125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_20_07__walking_and_outside_surprised__9I0WSUJV\frame10.jpg,fake,real,0.626220703125,0.373779296875
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_20_07__walking_and_outside_surprised__9I0WSUJV\frame12.jpg,fake,real,0.502685546875,0.497314453125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_20_07__walking_and_outside_surprised__9I0WSUJV\frame14.jpg,fake,real,0.7664794921875,0.2335205078125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_20_07__walking_and_outside_surprised__9I0WSUJV\frame3.jpg,fake,real,0.65380859375,0.34619140625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_20_07__walking_and_outside_surprised__9I0WSUJV\frame5.jpg,fake,real,0.591064453125,0.408935546875
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_20_07__walking_and_outside_surprised__9I0WSUJV\frame9.jpg,fake,real,0.62744140625,0.37255859375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_20_11__walk_down_hall_angry__B2H95QXV\frame0.jpg,fake,real,0.717041015625,0.282958984375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_20_11__walk_down_hall_angry__B2H95QXV\frame1.jpg,fake,real,0.69140625,0.30859375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_20_12__outside_talking_pan_laughing__VD7BCF1U\frame12.jpg,fake,real,0.535400390625,0.464599609375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_20_13__walking_down_indoor_hall_disgust__VO2YZXLN\frame0.jpg,fake,real,0.74365234375,0.25634765625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_20_13__walking_down_indoor_hall_disgust__VO2YZXLN\frame1.jpg,fake,real,0.8798828125,0.1201171875
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_20_13__walking_down_indoor_hall_disgust__VO2YZXLN\frame11.jpg,fake,real,0.74365234375,0.25634765625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_20_14__walking_down_street_outside_angry__B014BKVO\frame0.jpg,fake,real,0.593505859375,0.406494140625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_20_18__walking_down_indoor_hall_disgust__8BMQOD7S\frame0.jpg,fake,real,0.723876953125,0.276123046875
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_20_18__walking_down_indoor_hall_disgust__8BMQOD7S\frame8.jpg,fake,real,0.936279296875,0.063720703125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_20_18__walking_down_indoor_hall_disgust__8BMQOD7S\frame9.jpg,fake,real,0.52294921875,0.47705078125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_20_21__walking_down_indoor_hall_disgust__ZCB5OMEW\frame11.jpg,fake,real,0.868896484375,0.131103515625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_20_21__walking_down_indoor_hall_disgust__ZCB5OMEW\frame14.jpg,fake,real,0.586669921875,0.413330078125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_20_25__outside_talking_still_laughing__M786RTSM\frame1.jpg,fake,real,0.658447265625,0.341552734375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_20_25__walk_down_hall_angry__DW2L6D2V\frame1.jpg,fake,real,0.64794921875,0.35205078125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_20_26__outside_talking_pan_laughing__2VS0S1P5\frame1.jpg,fake,real,0.5224609375,0.4775390625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_21_11__walking_down_street_outside_angry__USLHUQDI\frame2.jpg,fake,real,0.524169921875,0.475830078125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_21_12__outside_talking_pan_laughing__ME7E3R1D\frame2.jpg,fake,real,0.50732421875,0.49267578125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_22_10__walking_and_outside_surprised__8YQ2EUQP\frame0.jpg,fake,real,0.647705078125,0.352294921875
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_22_10__walking_and_outside_surprised__8YQ2EUQP\frame1.jpg,fake,real,0.636474609375,0.363525390625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_22_10__walking_and_outside_surprised__8YQ2EUQP\frame10.jpg,fake,real,0.554931640625,0.445068359375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_22_10__walking_and_outside_surprised__8YQ2EUQP\frame11.jpg,fake,real,0.73583984375,0.26416015625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_22_10__walking_and_outside_surprised__8YQ2EUQP\frame12.jpg,fake,real,0.560302734375,0.439697265625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_22_10__walking_and_outside_surprised__8YQ2EUQP\frame13.jpg,fake,real,0.508056640625,0.491943359375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_22_10__walking_and_outside_surprised__8YQ2EUQP\frame5.jpg,fake,real,0.712158203125,0.287841796875
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_22_10__walking_and_outside_surprised__8YQ2EUQP\frame8.jpg,fake,real,0.528076171875,0.471923828125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_22_23__walking_and_outside_surprised__NUTQ0HJ5\frame0.jpg,fake,real,0.553955078125,0.446044921875
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_22_23__walking_and_outside_surprised__NUTQ0HJ5\frame1.jpg,fake,real,0.622802734375,0.377197265625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_22_23__walking_and_outside_surprised__NUTQ0HJ5\frame10.jpg,fake,real,0.589599609375,0.410400390625
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_22_23__walking_and_outside_surprised__NUTQ0HJ5\frame11.jpg,fake,real,0.59228515625,0.40771484375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_22_23__walking_and_outside_surprised__NUTQ0HJ5\frame12.jpg,fake,real,0.578369140625,0.421630859375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_22_23__walking_and_outside_surprised__NUTQ0HJ5\frame3.jpg,fake,real,0.66357421875,0.33642578125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_22_23__walking_and_outside_surprised__NUTQ0HJ5\frame8.jpg,fake,real,0.502197265625,0.497802734375
G:/Hiep/Deepfake_Detection/data_preprocessing/frames\fake_DeepFakeDetection_23_10__outside_talking_still_laughing__CU6SNBFZ\frame0.jpg,fake,real,0.514404296875,0.485595703125
